Experiment,Particle,E1,pt1,eta1,phi1
5265,j,118389,84955.8,0.853483,-0.250132
5266,j,135659,32491.4,-2.10439,2.68666
5267,j,84124.8,35315,-1.50876,0.999832
5268,j,102032,89730.6,0.471656,-2.79632
5269,j,90043.2,64047.7,-0.859556,-0.484154
5271,j,99160.1,42136.8,-1.4986,-2.12459
5272,j,101201,59993.7,1.1091,1.53234
5273,j,98883.5,29309.8,1.88535,-1.64258
5275,j,339537,22619.7,-3.40069,2.25834
5278,j,89719.6,57452,1.00802,-2.39527
5279,j,484915,53450.7,-2.89505,2.3492
5281,j,503972,56399.4,-2.87993,0.993859
5283,j,230086,54625,-2.11597,1.71443
5286,j,487586,102718,2.23755,-2.38259
5288,j,154200,28892,2.35746,1.46046
5289,j,2.44666e+06,116382,3.73818,0.754619
5291,j,95568.6,41023.7,-1.48279,-0.858998
5292,j,31827.8,27180.8,-0.565527,-2.54534
5294,j,41118.3,25978.1,1.0202,2.44705
5295,j,138829,73163.7,1.2552,-0.574365
5296,j,192109,42149.9,2.19671,-2.49714
5297,j,52248.4,42216.8,-0.657001,1.50456
5298,j,84925.2,71970.5,0.573201,-1.9979
5301,j,62092.8,40617,0.987563,-0.529184
5307,j,75747.9,44132.2,1.13104,0.28959
5311,j,63955.7,61951.2,0.187703,2.89447
5316,j,103833,35410,-1.73502,3.13314
5318,j,417242,32912.3,3.23126,2.84995
5319,j,231804,61204,-2.00629,2.08632
5322,j,76197.1,36544.2,1.35863,-2.21915
5324,j,85764.4,58406.7,-0.90838,2.44957
5325,j,123125,121442,0.0418323,-1.01482
5326,j,34692.1,31634.6,-0.307204,0.728822
5328,j,680182,24568.4,4.01371,0.577037
5330,j,178108,54808.1,-1.84406,0.511748
5331,j,100110,58262.7,-1.12078,-0.269414
5333,j,28611.4,27569.6,-0.271516,-1.67176
5335,j,135784,119826,0.491209,2.35984
5336,j,363618,78136.5,2.21874,-2.31469
5337,j,109685,97686.6,0.475549,2.08731
5339,j,41237.9,37669.3,-0.413423,1.51687
5343,j,347835,99192.2,1.92556,-0.353444
5345,j,134092,129742,-0.0781444,-2.65276
5346,j,87389.2,79441.2,-0.421478,2.19913
5347,j,155383,154833,0.0651118,-3.09042
5351,j,161269,46731,-1.90926,1.08934
5352,j,306551,32560.5,-2.93253,1.2337
5353,j,125648,26739.3,-2.22734,0.121923
5358,j,110263,108179,0.0158424,-2.1304
5359,j,196450,25069.4,-2.74734,-1.08907
5360,j,50203.6,27857.3,-1.18325,-0.645717
5363,j,33667,30367.8,-0.404842,-1.15784
5364,j,77329.1,49144.4,-1.02335,-2.80364
5366,j,200761,133849,-0.949271,0.250671
5368,j,368504,29559,3.21445,-3.10842
5370,j,191602,63003,-1.77587,-0.985223
5371,j,277854,102030,1.65482,2.03076
5374,j,206940,43196.4,-2.24741,-2.85122
5375,j,217135,28758.4,-2.70966,-2.8937
5378,j,53691.3,26063.6,-1.34088,-2.93762
5383,j,46136.7,31549.2,-0.913128,-1.62649
5384,j,38059.3,37141.6,0.0816066,-2.32001
5385,j,120923,90382.4,-0.791927,-3.05518
5386,j,561314,88451.4,2.53378,-0.0763453
5390,j,50399.2,42608.9,-0.58733,-1.92558
5391,j,44611.3,33404.2,-0.7727,-2.10065
5398,j,265938,68391.9,-2.03283,-0.611916
5399,j,149875,96947.2,-1.00013,2.22709
5403,j,27555,27301.9,-0.120393,-2.08666
5404,j,137697,69006,1.31033,-1.53679
5407,j,160058,23674,-2.59791,-0.942847
5408,j,99786.9,40106.7,1.55913,-1.12859
5409,j,45417.8,34083.8,0.772576,-1.38551
5410,j,41694.5,27461.5,0.96781,-1.00798
5411,j,182869,140499,0.755154,-0.57405
5412,j,1.05179e+06,63200.7,3.50412,-0.22952
5414,j,276604,55123.9,-2.29571,-1.3395
5416,j,35827.8,33986.4,-0.240061,-2.28778
5417,j,53289,30182.7,-1.1552,2.0928
5418,j,197084,33242.1,-2.46458,1.71358
5419,j,312685,34409.7,2.89643,0.0716739
5420,j,64726.5,62753.7,-0.234951,1.79504
5421,j,212681,46646.3,-2.19593,2.47577
5422,j,54549,30757.5,-1.16052,0.986666
5423,j,103370,30977.6,1.87394,0.415926
5428,j,114100,112544,0.13832,-3.12199
5430,j,227425,196098,-0.55383,2.80702
5431,j,748323,23360,-4.15969,-1.97991
5433,j,44084.9,38154.7,0.532698,0.695752
5436,j,128500,77080.9,1.08664,-2.42437
5438,j,91477.8,68268.5,-0.796813,-2.42712
5439,j,107895,91428,0.57333,-2.85911
5441,j,84272.5,79055.2,0.321247,-0.411085
5442,j,340447,179009,1.25462,-2.25018
5445,j,793963,35803.1,-3.79162,1.34111
5447,j,183034,28903.6,2.53198,-1.70004
5450,j,94956.8,41606.9,1.45911,1.42047
5451,j,72746,54011,-0.797407,-2.22535
5452,j,37344.2,27655.1,-0.795941,-1.39911
5453,j,109546,97036.1,-0.496373,1.97904
5455,j,123424,75852.3,-1.05857,2.38331
5459,j,139354,57143.3,-1.53804,-0.0584103
5462,j,91029.9,36641.8,-1.55641,0.0790787
5463,j,743025,49891.3,-3.39284,-1.37447
5464,j,29063.7,26636.9,-0.374325,3.10877
5467,j,51329.3,28169.8,-1.20446,0.156179
5468,j,31240.3,25268.2,0.67145,-0.666571
5471,j,371860,111754,1.8705,2.72806
5472,j,38403.6,31071,-0.661089,2.46132
5474,j,123483,26324.7,2.22552,-0.513722
5475,j,104235,94436.5,-0.40324,-2.86744
5479,j,284282,126347,-1.448,1.68765
5480,j,130401,92740.3,-0.870903,2.1834
5482,j,557531,44045.2,3.22979,-0.391504
5484,j,124730,40491.7,-1.78968,-1.45772
5485,j,199938,28015.1,2.65268,1.95412
5488,j,105507,40108.6,-1.61956,-0.233597
5489,j,291078,23501.5,3.20797,0.240983
5491,j,116191,53941.8,1.39736,2.09889
5497,j,340996,76579.8,2.17082,-2.97067
5498,j,33599.5,30372.8,-0.444213,-1.9868
5500,j,117663,25803.9,2.1961,-1.48566
5501,j,234668,129328,-1.19751,-0.18824
5502,j,224088,73828,1.77356,-2.66967
5503,j,195770,56321.6,1.91588,1.751
5505,j,190722,57503.1,1.86723,-0.799595
5507,j,122681,48174.3,-1.57972,1.40331
5509,j,678378,29301.7,3.83463,-0.845111
5510,j,183196,40621.2,2.18605,-2.49887
5514,j,52634.8,26662.1,-1.28742,-2.71357
5517,j,200369,29221.6,-2.61215,-1.09547
5520,j,661837,122870,-2.36812,1.97838
5521,j,253217,76726.9,1.86256,-2.35586
5522,j,341939,34593,-2.9812,-0.563519
5523,j,261146,31452.6,-2.80538,-2.28222
5525,j,42418.1,33183.1,-0.712956,-1.51384
5528,j,1.25749e+06,73712.1,-3.52894,2.18639
5529,j,98455,54690.5,-1.18112,-0.671936
5530,j,68649.4,40711.6,-1.09781,2.65894
5532,j,669755,65127.6,-3.02107,2.93348
5533,j,572713,31738.7,3.58514,2.97266
5535,j,114534,82338,-0.826932,1.5116
5536,j,82684.9,74639.8,0.447669,3.02823
5538,j,61693.2,41355.6,-0.953853,2.30457
5539,j,239730,40358.6,2.46678,-1.77193
5540,j,74208.7,40965.2,-1.19715,-0.618579
5542,j,116551,23965.1,-2.26362,0.23377
5543,j,116340,33033.1,1.93024,-1.15565
5544,j,140818,32639.4,-2.13916,-1.49999
5547,j,101926,42915.1,1.50163,-0.136495
5548,j,35743.5,33762.2,-0.295024,-1.57934
5549,j,53430.8,51232.2,-0.156719,-0.446301
5550,j,1.15897e+06,40369.9,4.05002,1.54713
5553,j,39280,37658.3,-0.0197317,-0.55137
5560,j,358037,84109.1,-2.12736,2.29088
5561,j,36515.6,34586.3,0.265368,-2.43461
5566,j,514719,116689,2.16351,2.64164
5567,j,115395,108195,0.304262,2.03351
5568,j,214451,101117,1.36899,-2.74335
5569,j,526983,69487.4,-2.71447,2.85874
5570,j,248548,23348.3,-3.05562,-2.50945
5572,j,37305.8,33539.9,-0.452999,-0.682163
5577,j,156764,96098.4,1.06023,0.480178
5578,j,47787,24482.9,1.27619,-1.36897
5580,j,121014,69925.7,1.13143,0.860105
5581,j,74187.7,54974.3,0.803694,0.634931
5582,j,157060,90967.9,-1.14132,-0.608609
5584,j,828979,49674.3,3.50689,0.242005
5586,j,186955,60202.9,-1.7977,0.969133
5587,j,196980,96120.9,-1.34444,2.23736
5588,j,97519.8,58481.3,-1.09594,-2.40024
5589,j,94193.5,48863.4,-1.27042,2.13601
5590,j,62945.3,56018.7,-0.473947,1.69666
5592,j,224087,44102.5,2.30783,0.220818
5593,j,70238.8,46760.5,-0.926695,-2.80508
5594,j,115962,97449.8,0.546342,-1.03564
5595,j,37551.9,33915.6,0.446471,2.7874
5598,j,133551,96089.9,0.852933,1.70587
5599,j,235863,57718.2,2.08437,2.09293
5600,j,41671.6,34796.3,-0.567513,-0.495673
5601,j,1.45275e+06,68446.1,3.74774,-3.02368
5603,j,400966,75858.8,-2.34802,-1.41455
5609,j,202518,55784.2,1.96116,-2.78723
5610,j,111725,44717.7,1.56203,1.51521
5615,j,106818,55411.6,1.27044,-1.29782
5616,j,98410.6,94130.6,0.28213,-0.295022
5617,j,70169.9,65353.5,-0.369704,-1.47841
5618,j,46351.7,42588.5,-0.413646,-0.457075
5619,j,89453.4,40476.5,-1.42006,0.270235
5621,j,56424.2,51438.9,0.407269,-1.53684
5625,j,470159,26577.3,-3.5653,-0.0037786
5626,j,38226.4,34830.6,-0.393561,-0.238323
5627,j,95470.9,44082,1.40282,0.268348
5630,j,106912,63629.9,-1.10187,0.196604
5632,j,282525,125063,1.45402,1.4673
5636,j,205012,92661.2,-1.42784,-1.77314
5637,j,280807,96407.9,-1.72976,-1.00449
5638,j,113312,46245.8,1.54047,-2.13698
5639,j,97006.1,89098.8,0.409615,-3.1229
5643,j,59595.6,55593.1,0.357405,-1.46644
5644,j,123258,55259.7,-1.4332,0.989823
5645,j,318654,42358.2,2.70651,-2.16119
5646,j,43839.1,34718.9,-0.690695,-0.93035
5648,j,114757,54425.2,-1.36659,-1.69761
5651,j,67756.4,25392.2,-1.63305,-0.184284
5653,j,69030,56971.8,0.61958,-2.91548
5655,j,260541,160314,1.05896,-1.11914
5656,j,34000.8,33767.9,-0.0259301,-1.81383
5657,j,31310.7,28415.4,-0.430728,2.06005
5658,j,35348,29192.6,0.621963,2.83841
5660,j,203116,23241.4,2.85751,2.78734
5661,j,560865,27604.3,3.70402,3.03298
5663,j,33341.8,32050.7,0.213152,-2.54621
5665,j,422875,48313,2.8591,-0.616635
5668,j,302687,30982.4,-2.96939,-2.40466
5669,j,513938,36451.3,-3.33798,2.37573
5671,j,140564,27974.8,-2.29662,1.57114
5672,j,36605.4,31108,-0.575708,-2.52658
5674,j,102649,55155.3,1.22792,1.45344
5678,j,50795.4,29330.8,-1.14546,-1.95262
5679,j,52564.9,48207.2,0.338827,0.154549
5680,j,192865,55282.4,1.91941,2.4006
5682,j,108328,106316,0.0930558,0.37372
5684,j,53660.3,31216.8,1.13091,0.898218
5686,j,46878.1,41084,-0.49255,3.08738
5687,j,50617.8,49530,0.164826,-1.54413
5688,j,116737,97281.5,-0.600031,-0.0840897
5693,j,61575.8,35154.9,1.15913,-2.71778
5694,j,451446,82276.4,-2.38663,-2.83211
5698,j,304654,27777,-3.08575,-1.85851
5699,j,83941.9,82422.2,0.164411,-2.49962
5703,j,119971,39804.2,1.76465,-1.75582
5706,j,45991.3,45565.6,-0.0883662,0.716362
5708,j,484747,35112.1,-3.31677,-2.90117
5709,j,178320,63886.5,1.68367,-2.78319
5711,j,63184.2,57454.7,-0.36369,-3.09572
5714,j,95674.8,51485.4,-1.22682,-1.9046
5715,j,32523.6,31374.6,0.208176,1.60268
5716,j,1.14108e+06,23595.6,-4.5717,0.595638
5717,j,111389,103127,0.266347,-2.94785
5719,j,64439.5,52677.8,-0.650532,2.04929
5720,j,210246,48580,-2.14359,-0.781058
5721,j,140465,127749,-0.429786,1.19404
5722,j,78232.4,36026.6,-1.40867,2.88743
5725,j,79743.1,65383.1,0.630628,-0.170275
5726,j,99769.3,54631.1,-1.20547,0.449753
5729,j,105567,66760.3,-1.01508,-1.95593
5731,j,360724,94171,-2.01682,2.54498
5733,j,39947.5,38846.2,0.194561,2.95295
5737,j,108604,28238.5,-2.01847,0.431208
5738,j,113550,27626.1,-2.09076,2.41579
5741,j,71009.6,51231.3,-0.846839,1.31268
5742,j,82461.7,43263.3,-1.2532,-1.06902
5743,j,86278.6,36725.3,-1.49364,2.38315
5745,j,94549.5,87182.4,0.384561,-0.167362
5746,j,77497.4,61654,0.697057,1.27743
5747,j,719557,82111.7,-2.86019,0.485103
5749,j,51817.3,35179.6,0.916177,-2.90042
5751,j,163708,43832.1,-1.98758,-1.45218
5756,j,81833.5,25424.5,-1.83199,-2.59051
5757,j,33017.1,28002.8,0.524099,2.36004
5760,j,198358,51671.5,2.01973,-1.38183
5761,j,38041.5,33544,0.424018,-2.26391
5762,j,113882,36464.5,1.8009,-2.3797
5767,j,905107,37267.5,3.88258,2.36215
5768,j,156664,27659.4,2.4188,2.99911
5771,j,81050.3,38609.3,1.3666,1.49005
5774,j,196337,165794,0.565316,-2.65209
5780,j,364285,25464,-3.35244,0.622602
5781,j,239746,33680.1,2.65044,1.96376
5783,j,92980.8,90427.2,0.19841,0.944971
5785,j,29734.9,27242.7,0.341798,-1.951
5790,j,43407.6,35656.2,0.647411,2.53218
5791,j,182922,41365,-2.16438,2.92994
5792,j,154541,41492.1,-1.98834,0.968671
5799,j,43363.2,27763.1,-1.01427,0.150366
5800,j,219213,34682.5,-2.52928,1.29846
5801,j,341644,49124.2,2.62699,2.27528
5802,j,623649,100781,2.50867,1.05131
5804,j,275058,101776,1.64968,-0.286348
5806,j,124189,34469.3,-1.95333,-1.00431
5808,j,113211,31846.4,1.93901,2.47629
5811,j,348460,47928.7,-2.6719,0.646652
5812,j,53407,51291.6,0.273608,0.298475
5816,j,79177.1,78801.3,-0.0687363,-2.51907
5824,j,28614.2,27203,-0.302809,-0.898633
5826,j,194264,53014.4,-1.97171,0.328733
5829,j,58474.5,54642.3,0.360491,-1.07686
5831,j,410051,63367.4,2.55364,1.54964
5832,j,144747,58163.4,1.55603,1.66668
5834,j,92410.6,46456.9,1.31007,-0.766197
5836,j,47106.1,38798.6,-0.630849,3.13409
5838,j,150602,40492,1.98711,-3.11851
5840,j,109383,23898.7,-2.2016,-2.54621
5842,j,52835.9,45642.3,0.544077,0.464025
5844,j,67225.1,61277.5,-0.413305,0.382352
5846,j,265171,24030.5,-3.09192,0.137006
5847,j,326040,156465,1.36163,-0.124419
5849,j,161649,123583,0.759996,-1.68699
5850,j,108558,30985.3,1.92343,-2.83342
5851,j,65448.2,62832.6,0.258632,1.17736
5852,j,90817.2,35598.3,1.58615,-1.31608
5855,j,128430,65885.9,-1.28483,-1.40219
5857,j,44552.5,38252.2,-0.557488,1.73861
5858,j,52291.7,51317.4,-0.022187,1.6042
5862,j,45155.7,41945.6,0.342695,-1.17496
5863,j,37221,36450.8,0.0780397,2.67275
5868,j,81330.4,45388,-1.16659,0.66339
5869,j,54989.8,32987.8,1.08224,0.360778
5870,j,129847,59779,-1.40853,-0.627174
5871,j,130793,29415.7,2.1701,-2.75474
5873,j,407765,58975.5,2.62052,0.665193
5874,j,141556,47222.5,-1.76052,1.83668
5875,j,46680.7,36392,0.714754,0.743682
5878,j,293429,68359.8,2.13397,2.95653
5879,j,66472.3,47114,-0.855718,0.477949
5880,j,152564,85052.3,1.18229,0.901536
5882,j,36186.2,23731.8,0.972951,-0.764563
5883,j,573848,50101.7,3.12934,1.44362
5884,j,52844.1,43513.1,-0.629086,-2.12369
5885,j,54717.4,53991.9,-0.0982414,2.90875
5889,j,45184.5,30882.6,0.90203,-0.101081
5890,j,439663,23641.3,-3.61532,1.17517
5891,j,70523.8,28799.3,1.54009,-1.97245
5892,j,670807,129206,-2.3304,-0.212201
5894,j,94752,63388.8,0.949913,1.71787
5896,j,83060.7,81073.5,0.154642,2.16209
5897,j,743191,105926,-2.63539,2.80528
5901,j,79415.9,25302.5,1.80519,1.93734
5902,j,168379,80981.6,-1.34875,-2.901
5903,j,201158,22829.6,2.8653,-2.03571
5904,j,232417,86867.4,1.63828,1.76634
5912,j,894779,64151.5,-3.32704,-2.04328
5913,j,648889,37490.6,-3.54336,1.17772
5918,j,65331.1,50995.7,-0.709546,0.245231
5919,j,230266,57814,2.05803,-0.108408
5920,j,775110,44993.5,3.53871,-2.58738
5925,j,39888.5,29198.6,-0.814567,0.985285
5929,j,124933,58304.8,1.38084,2.66596
5932,j,55834.5,25087.5,1.43254,0.66539
5934,j,218337,33766.2,-2.55275,-2.99513
5935,j,31984.3,31058.7,0.137554,-1.88189
5937,j,117563,61287.2,1.26629,-2.5089
5938,j,28826,26100,0.401899,-2.13187
5939,j,236592,155055,-0.976178,-1.12074
5940,j,307043,48613.7,2.52949,-0.676732
5942,j,29074.6,28755.2,-0.115438,-2.16228
5944,j,163355,30574.9,2.35954,1.76659
5945,j,54581.4,51074.3,0.276796,2.84698
5951,j,327846,41822.1,-2.74763,-3.02939
5953,j,1.21255e+06,43161.3,4.02834,0.228211
5955,j,92969.2,59608.9,1.00752,0.805672
5957,j,43251.7,42435.1,0.0601852,0.973659
5959,j,74990.4,36842.6,1.33668,-2.5538
5962,j,58355.4,52977.3,0.43003,-3.02654
5966,j,153965,64562.5,1.51238,-0.963345
5969,j,172640,55561.6,-1.7994,-2.80323
5970,j,942915,40616.1,-3.83742,2.4787
5971,j,99985.5,30864.1,1.84039,-2.00267
5973,j,100563,78996.4,0.700974,1.67182
5974,j,69750,46998.4,-0.930882,-2.58527
5980,j,129093,24309.8,2.35303,-2.67663
5982,j,235285,42275.4,-2.40084,2.01567
5983,j,271231,48130.3,2.41284,-1.12123
5989,j,49578,27780.4,1.16818,1.41794
5990,j,199683,51228.9,-2.03442,2.37113
5991,j,2.85436e+06,49115,-4.75551,2.67484
5993,j,454636,60299.5,-2.70844,2.30694
5994,j,39540.6,37898.4,0.233922,0.631834
5995,j,939019,27099.5,-4.23822,-1.61757
5996,j,149026,41389.6,1.95401,-1.74539
5997,j,129845,84184.7,-0.986266,-0.760333
6000,j,1.60708e+06,134871,-3.16914,2.9854
6001,j,263708,26243.9,-2.99769,-0.998596
6004,j,101121,31757,-1.81862,1.33109
6006,j,47814.8,46488.2,0.0801333,0.853983
6009,j,282586,25825,3.08355,1.97421
6011,j,58913.2,53328.5,0.448276,0.931435
6013,j,1.43685e+06,28261.4,4.62176,0.520622
6015,j,205197,25633.4,-2.76892,1.9983
6018,j,140099,29948.2,-2.22423,1.95872
6019,j,103128,71478.5,0.889314,-0.974771
6020,j,38936.2,30239.1,0.713958,1.6228
6021,j,129881,122219,-0.340242,2.79969
6022,j,87815.4,64746,0.802863,2.60098
6023,j,188022,43720.2,2.13616,-2.41033
6024,j,283044,263658,-0.233959,-1.67676
6025,j,68273.4,23975.7,1.70084,-2.0728
6026,j,124778,64209.8,1.26909,-1.09783
6027,j,174503,32290.2,-2.37025,-1.37911
6028,j,129413,52501.4,-1.54717,-1.23811
6031,j,292813,33885,2.84588,-3.03752
6034,j,223151,121605,1.20484,-0.0349368
6036,j,50452.1,41176.4,-0.624797,0.346424
6039,j,129460,128686,-0.0120176,-2.31849
6041,j,30705.6,25979.2,-0.525163,0.911484
6045,j,265841,28572,2.92053,-2.3861
6046,j,63644.4,59978.3,-0.313694,2.77968
6047,j,596007,29257.8,-3.70661,2.58917
6049,j,258990,38005.5,2.60644,1.45653
6052,j,166367,47477.2,1.92376,1.89841
6053,j,114796,109974,0.288385,2.86222
6056,j,230937,95112.5,-1.53359,0.0631068
6058,j,77370.1,24352.8,1.81988,-2.06189
6060,j,1.82847e+06,35139.1,-4.64497,3.11262
6061,j,128413,34696.6,-1.97986,0.0959396
6064,j,721173,91168.4,-2.75679,1.93133
6069,j,72989.2,69598.9,-0.233719,3.08987
6072,j,121203,30957.1,-2.03992,2.29482
6073,j,350242,27381.6,3.24013,1.94964
6076,j,197661,77806.5,-1.58303,-1.93646
6077,j,147977,33114.6,2.17554,2.56319
6078,j,151468,131946,0.533421,0.836525
6081,j,880819,252242,1.92157,-1.48211
6082,j,76510.5,31468.7,-1.52774,-0.0402954
6085,j,40372,38518.6,0.29619,1.81506
6086,j,436554,84417.1,2.32556,-2.99861
6088,j,326360,150548,1.40757,-2.1273
6094,j,39273,33560.3,-0.560707,-0.883792
6097,j,49001.2,41840.6,0.497846,-1.56168
6100,j,342531,45701.2,2.70247,1.35666
6101,j,205378,39005.8,-2.34465,-0.946754
6104,j,1.61234e+06,63525.2,-3.92675,-0.0647206
6107,j,166682,118027,-0.877063,1.60537
6108,j,300316,54145,2.39789,1.11135
6109,j,73719.7,37390.1,1.2859,-1.41199
6110,j,1.48441e+06,53163.8,4.02216,1.89738
6113,j,79053.8,39333.3,-1.31,-3.11384
6115,j,103504,53777,1.27004,0.181552
6116,j,67238.5,36062,1.2266,2.08668
6119,j,744059,80749.3,-2.91063,2.78712
6123,j,30362.6,29269.2,0.23482,-2.40054
6124,j,317183,56290,2.41329,1.41615
6130,j,47073.5,45807.6,0.123321,-1.66042
6134,j,153692,44570.4,-1.90676,-0.205502
6135,j,203849,32918.2,-2.50943,2.98464
6137,j,31562.3,28323.5,0.392328,-0.24158
6138,j,223940,111859,-1.31558,2.74221
6139,j,294311,34993.7,2.81903,-1.52497
6141,j,503272,33933.6,3.38843,0.638275
6142,j,28950.4,27024.4,0.359335,-0.91887
6143,j,366601,205643,1.1714,1.60384
6152,j,67346.2,38020.4,-1.16964,3.09417
6153,j,42566,35806.3,0.540428,0.0742542
6156,j,28944.4,28136.9,-0.213041,-2.40805
6159,j,93912.2,38278.8,-1.53862,-0.807439
6161,j,34078.5,32882.8,-0.101487,1.12604
6163,j,138816,35586.1,2.03585,2.47955
6165,j,161371,87313.9,1.19829,-0.0708622
6169,j,668872,31561.5,-3.74617,-1.98322
6172,j,242896,31340.5,-2.73621,1.73443
6173,j,937212,38715.6,3.87936,0.382996
6174,j,73527,30405.7,-1.52816,0.720454
6175,j,237686,52798.4,-2.18346,2.68022
6177,j,129525,65043.8,-1.29903,1.78392
6180,j,119539,24084.4,2.28317,-0.681654
6181,j,137524,97065.6,0.881957,2.75519
6182,j,34825.1,30078,-0.543526,0.612432
6184,j,584318,23354.8,3.91232,2.98063
6185,j,402384,101095,2.05816,3.00535
6188,j,377373,25655.9,3.38037,0.164257
6191,j,66449.4,63841.8,-0.197349,0.0497476
6192,j,803032,95424,2.81936,-2.19226
6195,j,113554,58582.9,-1.27561,-0.154996
6206,j,53802.3,50939.1,0.278712,2.45071
6207,j,67301.8,31223.4,1.39744,-1.067
6209,j,312753,56356.8,-2.39739,2.10062
6215,j,1.30342e+06,29875.5,4.46872,0.766072
6218,j,83058.2,46467.8,-1.17785,-2.4679
6219,j,102630,85794,-0.594508,-2.976
6220,j,177158,135112,-0.768374,0.938965
6221,j,180509,32574.9,-2.39519,0.440235
6223,j,148668,71244.7,-1.35384,0.918932
6224,j,108299,28980,-1.99009,0.102098
6226,j,62491,45624.5,-0.825593,-3.04716
6227,j,27901.2,25214.8,-0.457611,-2.25548
6229,j,866141,77821.2,-3.1005,-2.79488
6230,j,265632,39419.4,-2.59403,-2.20999
6231,j,349795,79748.1,2.15743,0.140152
6232,j,1.22418e+06,70352.3,3.54872,-1.72659
6236,j,444204,58516.6,2.71545,0.212557
6237,j,312529,23581.7,-3.27563,-0.489453
6238,j,69607.5,23496.4,1.74711,-1.10854
6242,j,416878,83022.9,2.29523,1.68915
6244,j,260823,52414.7,2.28621,1.12346
6245,j,103911,43986.4,-1.49848,-1.93221
6246,j,61363.6,30391.7,1.32689,-1.8817
6247,j,40242.5,36045,0.477147,-0.306144
6248,j,1.1017e+06,68692.7,-3.46714,-2.24497
6251,j,765329,29899.8,-3.93516,1.74569
6253,j,41602.8,31778.4,0.73417,-0.399845
6254,j,129940,45861.6,-1.70068,-1.70842
6256,j,241016,27624.6,2.85549,2.80011
6257,j,73769.3,36909.5,1.31327,-0.319521
6260,j,619554,121454,2.31236,1.6619
6261,j,344057,61346.1,2.40893,2.33862
6264,j,146540,58364.5,1.56467,-0.649876
6265,j,52205,25051.1,-1.35932,0.676573
6266,j,257331,39564.7,-2.55912,1.56659
6267,j,248068,84726.7,1.73486,0.97789
6270,j,149229,55957.8,-1.63517,0.0821404
6272,j,342830,56455.3,-2.48953,1.06141
6277,j,271864,25555,3.05525,2.30512
6278,j,91320.9,42791.4,1.38396,-1.09601
6279,j,214980,34264.1,2.52291,-0.385062
6284,j,90023.8,43231.7,-1.35459,-2.69424
6286,j,282680,94503.1,-1.75875,2.50093
6288,j,392774,92255,-2.12628,-2.69993
6296,j,1.2627e+06,98239.7,-3.24521,-1.01051
6297,j,26271.9,24728.7,-0.346855,1.72237
6299,j,1.34407e+06,83231.6,3.47396,1.97921
6300,j,56668.1,48792.5,-0.518831,1.18678
6303,j,75622.5,42988.4,-1.16161,-2.05225
6305,j,36453.5,35488.3,0.212717,2.74388
6307,j,217450,24774.6,-2.86188,2.69442
6309,j,143832,43455.1,-1.86496,-0.527348
6310,j,67745.1,36402.7,-1.22595,-0.746785
6312,j,497888,43006.8,-3.13995,1.79897
6315,j,115476,41326.8,1.68419,2.91127
6317,j,56846.2,54744.1,-0.238831,-2.0355
6318,j,284786,30803.6,2.91407,1.85617
6319,j,27772.8,25342.2,0.397613,3.06513
6320,j,144989,34936.1,2.09891,-1.39155
6324,j,570609,35626.3,3.46565,-0.533195
6325,j,652743,39558.9,3.4955,-1.40031
6328,j,84025.9,50087.5,1.10329,-1.772
6333,j,50456.6,23547.4,1.38769,0.450471
6334,j,609364,38917.1,-3.44302,2.87094
6335,j,1.09903e+06,207193,-2.3509,2.02484
6336,j,166175,42041.5,2.05032,2.36217
6339,j,601607,50293.5,-3.17277,2.6424
6340,j,63032.7,32780.8,1.26837,-2.67967
6341,j,50305.6,46713,-0.361123,-0.850882
6343,j,130080,68259.7,1.25929,-2.28756
6344,j,79772,31578,1.57406,-0.745455
6347,j,107114,31833.5,1.88252,-0.571422
6350,j,688272,52908.3,-3.25724,-0.426062
6351,j,89071.4,50654.6,-1.15998,0.219261
6352,j,1.13438e+06,44973.5,-3.92048,2.2362
6354,j,28451.3,24446.4,-0.521933,2.50741
6356,j,73859.2,30693,1.51678,-1.26926
6358,j,33290.2,32696.9,-0.0353585,-2.94819
6359,j,30334.1,28829.6,-0.115503,0.67959
6361,j,125358,48601.7,-1.59724,0.0199435
6362,j,120819,45892.5,1.62149,0.612216
6364,j,173337,81336.3,-1.38798,0.930835
6368,j,213335,126964,1.10747,-1.93755
6369,j,61492.2,37074.3,1.0792,2.76607
6377,j,95236.4,29009.3,-1.85417,-0.995392
6380,j,65871.6,56316.6,0.51308,0.98429
6383,j,696113,35565.4,3.6666,-0.423084
6385,j,47568.4,43720.4,0.391198,0.207423
6387,j,40773.3,37917.7,-0.365927,-0.320344
6391,j,30680.5,28511.6,-0.337077,0.571268
6392,j,134010,50554,-1.62553,-1.20094
6394,j,74709.2,69979.3,0.359168,0.94458
6395,j,421972,37149.5,-3.12086,2.50949
6396,j,75924.4,63520.6,-0.586197,0.84639
0,j,39507.6,35365.1,0.47046,-1.16445
5,j,37600.4,31288.8,0.624681,-0.910782
6,j,36828.8,33693.9,-0.397339,-0.917239
9,j,33299.2,27813.6,0.609665,0.457269
12,j,44777,32217,-0.850257,2.09905
16,j,456467,26612.2,-3.53427,1.73038
19,j,47281.6,45335.4,-0.264682,-1.47046
22,j,106044,72818.4,0.91515,1.60007
25,j,30479,27191,-0.473397,2.3253
